"Species","Virus.name.abbreviations","Genome.coverage"
"Bridgettevirus eileen",NA,"Complete genome"
"Bridgettevirus judy",NA,"Complete genome"
"Bridgettevirus peas",NA,"Complete genome"
"Brigitvirus brigit",NA,"Complete genome"
"Britbratvirus britbrat",NA,"Complete genome"
"Brunovirus SEN34",NA,"Complete genome"
"Brussowvirus ALQ132",NA,"Complete genome"
"Brussowvirus bv858",NA,"Complete genome"
"Brussowvirus bv2972",NA,"Complete genome"
"Brussowvirus bvO1205",NA,"Complete genome"
"Brussowvirus Sfi11",NA,"Complete genome"
"Bruynoghevirus Ab22",NA,"Complete genome"
"Bruynoghevirus CHU",NA,"Complete genome"
"Bruynoghevirus LUZ24",NA,"Complete genome"
"Bruynoghevirus PAA2",NA,"Complete genome"
"Bruynoghevirus PaP3",NA,"Complete genome"
"Bruynoghevirus PaP4",NA,"Complete genome"
"Bruynoghevirus TL",NA,"Complete genome"
"Buchananvirus Sa179lw",NA,"Complete genome"
"Burrovirus araxxi",NA,"Complete genome"
"Burrovirus arete",NA,"Complete genome"
"Burrovirus burro",NA,"Complete genome"
"Busanvirus ACP17",NA,"Complete genome"
"Caminolopintovirus STGO351",NA,"Complete genome"
"Camtrevirus BtCS33",NA,"Complete genome"
"Camtrevirus CM3",NA,"Complete genome"
"Camtrevirus S3501",NA,"Complete genome"
"Carpasinavirus carpasina",NA,"Complete genome"
"Carpasinavirus XcP1",NA,"Complete genome"
"Casadabanvirus D3112",NA,"Complete genome"
"Casadabanvirus DMS3",NA,"Complete genome"
"Casadabanvirus FHA0480",NA,"Complete genome"
"Casadabanvirus LPB1",NA,"Complete genome"
"Casadabanvirus MP22",NA,"Complete genome"
"Casadabanvirus MP29",NA,"Complete genome"
"Casadabanvirus MP38",NA,"Complete genome"
"Casadabanvirus PA1KOR",NA,"Complete genome"
"Cbastvirus ST",NA,"Complete genome"
"Cecivirus cv250",NA,"Complete genome"
"Cecivirus IEBH",NA,"Complete genome"
"Cedarrivervirus Sf11",NA,"Complete genome"
"Ceduovirus bIBB14",NA,"Complete genome"
"Ceduovirus bIBBA3",NA,"Complete genome"
"Ceduovirus bIBBAm4",NA,"Complete genome"
"Ceduovirus bIBBE1",NA,"Complete genome"
"Ceduovirus bIBBL12",NA,"Complete genome"
"Ceduovirus bIBBp64",NA,"Complete genome"
"Ceduovirus bIL67",NA,"Complete genome"
"Ceduovirus blBB94p4",NA,"Complete genome"
"Ceduovirus c2",NA,"Complete genome"
"Ceduovirus CHPC116",NA,"Complete genome"
"Ceduovirus CHPC122",NA,"Complete genome"
"Ceduovirus CHPC966",NA,"Partial genome"
"Ceduovirus CHPC967",NA,"Complete genome"
"Ceduovirus CHPC972",NA,"Complete genome"
"Ceduovirus CHPC1020",NA,"Complete genome"
"Ceduovirus CHPC1170",NA,"Complete genome"
"Ceduovirus CHPC1182",NA,"Complete genome"
"Ceduovirus CHPC1183",NA,"Complete genome"
"Ceduovirus CHPC1242",NA,"Partial genome"
"Ceduovirus cv05802",NA,"Complete genome"
"Ceduovirus cv20R03M",NA,"Complete genome"
"Ceduovirus cv37203",NA,"Complete genome"
"Ceduovirus cv50102",NA,"Complete genome"
"Ceduovirus cv50504",NA,"Complete genome"
"Ceduovirus cv5171F",NA,"Complete genome"
"Ceduovirus cv62402",NA,"Complete genome"
"Ceduovirus cv62403",NA,"Complete genome"
"Ceduovirus cv62606",NA,"Complete genome"
"Ceduovirus D4410",NA,"Complete genome"
"Ceduovirus D4412",NA,"Complete genome"
"Ceduovirus LacS15",NA,"Complete genome"
"Ceduovirus M5938",NA,"Complete genome"
"Ceduovirus PCB1",NA,"Complete genome"
"Ceduovirus PCS1",NA,"Complete genome"
"Cequinquevirus c5",NA,"Complete genome"
"Cequinquevirus Ld3",NA,"Complete genome"
"Cequinquevirus Ld17",NA,"Complete genome"
"Cequinquevirus Ld25A",NA,"Complete genome"
"Cequinquevirus Ldb",NA,"Complete genome"
"Cequinquevirus LLKu",NA,"Complete genome"
"Chakrabartyvirus pf16",NA,"Complete genome"
"Chenonavirus Che9c",NA,"Complete genome"
"Chenonavirus sbash",NA,"Complete genome"
"Chertseyvirus GE1",NA,"Complete genome"
"Chiangmaivirus RSF1",NA,"Complete genome"
"Chiangmaivirus RSL2",NA,"Complete genome"
"Chopinvirus KSY1",NA,"Complete genome"
"Cimandefvirus cimandef","Cimandef","Complete genome"
"Cimandefvirus eline","Eline","Complete genome"
"Cimandefvirus gamede","Gamede","Complete genome"
"Cimandefvirus Ggerry","Gerry","Complete genome"
"Cimandefvirus heva","Heva","Complete genome"
"Cimpunavirus CMP1",NA,"Complete genome"
"Cinunavirus CN1A",NA,"Complete genome"
"Clownvirus clown",NA,"Complete genome"
"Coatlandelriovirus RSP",NA,"Complete genome"
"Coetzeevirus ATCC8014",NA,"Complete genome"
"Coetzeevirus cIP1",NA,"Complete genome"
"Coetzeevirus JL1",NA,"Complete genome"
"Colneyvirus CD27",NA,"Complete genome"
"Colneyvirus CD505",NA,"Complete genome"
"Colneyvirus CDKM9",NA,"Complete genome"
"Colneyvirus CDKM15",NA,"Complete genome"
"Colneyvirus MMP02",NA,"Complete genome"
"Colunavirus CL1",NA,"Complete genome"
"Colunavirus CL2",NA,"Complete genome"
"Colunavirus iLp1308",NA,"Complete genome"
"Coralvirus coral",NA,"Complete genome"
"Coralvirus kepler",NA,"Complete genome"
"Corndogvirus catdawg",NA,"Complete genome"
"Corndogvirus corndog",NA,"Complete genome"
"Corndogvirus firecracker",NA,"Complete genome"
"Corndogvirus ryadel",NA,"Complete genome"
"Coventryvirus SN8",NA,"Complete genome"
"Coventryvirus SP120",NA,"Complete genome"
"Coventryvirus SP197",NA,"Complete genome"
"Coventryvirus SP276",NA,"Complete genome"
"Coventryvirus SP441",NA,"Complete genome"
"Coventryvirus SpT152",NA,"Complete genome"
"Coventryvirus WIS42",NA,"Complete genome"
"Cronusvirus cronus",NA,"Complete genome"
"Cukevirus cuke",NA,"Complete genome"
"Daredevilvirus daredevil",NA,"Complete genome"
"Decurrovirus decurro",NA,"Complete genome"
"Delepquintavirus DLP5",NA,"Complete genome"
"Delislevirus P1",NA,"Complete genome"
"Demosthenesvirus demosthenes",NA,"Complete genome"
"Demosthenesvirus katyusha",NA,"Complete genome"
"Derbicusvirus derbicus",NA,"Complete genome"
"Deseoctovirus C1",NA,"Complete genome"
"Deseoctovirus DS8",NA,"Complete genome"
"Detrevirus D3",NA,"Complete genome"
"Detrevirus PMG1",NA,"Complete genome"
"Deurplevirus deeppurple",NA,"Complete genome"
"Dexdertvirus dexdert",NA,"Complete genome"
"Dexdertvirus GTE6",NA,"Complete genome"
"Dexdertvirus tiamoceli",NA,"Complete genome"
"Dhillonvirus EK99P1",NA,"Complete genome"
"Dhillonvirus EP23",NA,"Complete genome"
"Dhillonvirus HK578",NA,"Complete genome"
"Dhillonvirus JL1",NA,"Complete genome"
"Dhillonvirus SO1",NA,"Complete genome"
"Dhillonvirus SSL2009a",NA,"Complete genome"
"Dhillonvirus YD2008s",NA,"Complete genome"
"Dibbivirus AAM37",NA,"Complete genome"
"Dibbivirus DIBBI",NA,"Complete genome"
"Dibbivirus PSKM",NA,"Complete genome"
"Dinavirus dina","Dina","Complete genome"
"Dismasvirus dismas",NA,"Complete genome"
"Donellivirus gee",NA,"Complete genome"
"Doucettevirus B22",NA,"Complete genome"
"Doucettevirus doucette",NA,"Complete genome"
"Doucettevirus E6",NA,"Complete genome"
"Doucettevirus G4",NA,"Complete genome"
"Dybvigvirus Av1",NA,"Complete genome"
"Eagleeyevirus eagleeye",NA,"Complete genome"
"Edenvirus eden",NA,"Complete genome"
"Efquatrovirus AL2",NA,"Complete genome"
"Efquatrovirus AL3",NA,"Complete genome"
"Efquatrovirus AUEF3",NA,"Partial genome"
"Efquatrovirus EcZZ2",NA,"Complete genome"
"Efquatrovirus EF3",NA,"Complete genome"
"Efquatrovirus EF4",NA,"Complete genome"
"Efquatrovirus EfaCPT1",NA,"Complete genome"
"Efquatrovirus IME196",NA,"Complete genome"
"Efquatrovirus LY0322",NA,"Complete genome"
"Efquatrovirus PMBT2",NA,"Complete genome"
"Efquatrovirus SANTOR1",NA,"Complete genome"
"Efquatrovirus SHEF2",NA,"Complete genome"
"Efquatrovirus SHEF4",NA,"Complete genome"
"Efquatrovirus SHEF5",NA,"Complete genome"
"Eiauvirus eiAU",NA,"Complete genome"
"Eisenstarkvirus L7",NA,"Complete genome"
"Elemovirus elemoA","elemoA_7-9A","Complete genome"
"Elemovirus elemoB","elemoB_14-3B","Complete genome"
"Elemovirus elemoC","elemoC_14-1A","Complete genome"
"Elemovirus elemoD","elemoD_13-5B","Complete genome"
"Elemovirus elemoE","elemoE_6-9C","Complete genome"
"Elemovirus elemoF","elemoF_6-3D","Complete genome"
"Elerivirus eleri",NA,"Complete genome"
"Elmenteitavirus ev125",NA,"Complete genome"
"Elvirus EL",NA,"Complete genome"
"Emalynvirus cozz",NA,"Complete genome"
"Emalynvirus emalyn",NA,"Complete genome"
"Emalynvirus GTE2",NA,"Complete genome"
"Emalynvirus troje",NA,"Complete genome"
"Emdodecavirus M7",NA,"Complete genome"
"Emdodecavirus M12",NA,"Complete genome"
"Emdodecavirus N3",NA,"Complete genome"
"Eneladusvirus BF",NA,"Complete genome"
"Eneladusvirus Yen904",NA,"Complete genome"
"Enhodamvirus VC8",NA,"Complete genome"
"Enhodamvirus VP2",NA,"Complete genome"
"Enhodamvirus VP5",NA,"Complete genome"
"Eponavirus epona",NA,"Complete genome"
"Erskinevirus asesino",NA,"Complete genome"
"Erskinevirus EaH2",NA,"Complete genome"
"Eurybiavirus MED4213",NA,"Complete genome"
"Eurybiavirus PHM1",NA,"Complete genome"
"Eurybiavirus PHM2",NA,"Complete genome"
"Eyrevirus eyre",NA,"Complete genome"
"Fairfaxidumvirus fairfaxidum",NA,"Complete genome"
"Fairfaxidumvirus toast",NA,"Complete genome"
"Fairfaxidumvirus william",NA,"Complete genome"
"Farahnazvirus ISF9",NA,"Complete genome"
"Fattrevirus AT3",NA,"Complete genome"
"Feofaniavirus Eho49",NA,"Complete genome"
"Feofaniavirus Eho59",NA,"Complete genome"
"Fernvirus BN12",NA,"Complete genome"
"Fernvirus diva",NA,"Complete genome"
"Fernvirus eltigre",NA,"Complete genome"
"Fernvirus fern",NA,"Complete genome"
"Fernvirus Hb10c2",NA,"Complete genome"
"Fernvirus jacopo",NA,"Complete genome"
"Fernvirus kawika",NA,"Complete genome"
"Fernvirus leyra",NA,"Complete genome"
"Fernvirus likha",NA,"Complete genome"
"Fernvirus lucielle",NA,"Complete genome"
"Fernvirus P123",NA,"Complete genome"
"Fernvirus pagassa",NA,"Complete genome"
"Fernvirus PBL1c",NA,"Complete genome"
"Fernvirus rani",NA,"Complete genome"
"Fernvirus shelly",NA,"Complete genome"
"Fernvirus sitara",NA,"Complete genome"
"Fernvirus tadhana",NA,"Complete genome"
"Fernvirus yyerffej",NA,"Complete genome"
"Fibralongavirus fv2638A",NA,"Complete genome"
"Fibralongavirus QT1",NA,"Complete genome"
"Ficleduovirus FCL2",NA,"Complete genome"
"Ficleduovirus FCV1",NA,"Complete genome"
"Finchvirus finch",NA,"Complete genome"
"Fipvunavirus Fpv1",NA,"Complete genome"
"Fipvunavirus Fpv4",NA,"Complete genome"
"Firingavirus firinga","Firinga","Complete genome"
"Firingavirus RSK1",NA,"Complete genome"
"Flaumdravirus KIL2",NA,"Complete genome"
"Flaumdravirus KIL4",NA,"Complete genome"
"Fowlmouthvirus fowlmouth",NA,"Complete genome"
"Foxquatrovirus fox4",NA,"Complete genome"
"Foxunavirus fox1",NA,"Complete genome"
"Foxunavirus fox2",NA,"Complete genome"
"Foxunavirus fox3",NA,"Complete genome"
"Foxunavirus fox5",NA,"Complete genome"
"Franklinbayvirus fv9A",NA,"Complete genome"
"Fremauxvirus CHPC971",NA,"Complete genome"
"Fremauxvirus fv1706",NA,"Complete genome"
"Fromanvirus alma",NA,"Complete genome"
"Fromanvirus astro",NA,"Complete genome"
"Fromanvirus bethlehem",NA,"Complete genome"
"Fromanvirus billknuckles",NA,"Complete genome"
"Fromanvirus bpbiebs31",NA,"Complete genome"
"Fromanvirus bruns",NA,"Complete genome"
"Fromanvirus Bxb1",NA,"Complete genome"
"Fromanvirus Che12",NA,"Complete genome"
"Fromanvirus D29",NA,"Complete genome"
"Fromanvirus doom",NA,"Complete genome"
"Fromanvirus euphoria",NA,"Complete genome"
"Fromanvirus george",NA,"Complete genome"
"Fromanvirus goose",NA,"Complete genome"
"Fromanvirus jasper",NA,"Complete genome"
"Fromanvirus JC27",NA,"Complete genome"
"Fromanvirus KBG",NA,"Complete genome"
"Fromanvirus kssjeb",NA,"Complete genome"
"Fromanvirus kugel",NA,"Complete genome"
"Fromanvirus L5",NA,"Complete genome"
"Fromanvirus lesedi",NA,"Complete genome"
"Fromanvirus lockley",NA,"Complete genome"
"Fromanvirus marcell",NA,"Complete genome"
"Fromanvirus mrgordo",NA,"Complete genome"
"Fromanvirus museum",NA,"Complete genome"
"Fromanvirus nepal",NA,"Complete genome"
"Fromanvirus packman",NA,"Complete genome"
"Fromanvirus perseus",NA,"Complete genome"
"Fromanvirus rebeuca",NA,"Complete genome"
"Fromanvirus redrock",NA,"Complete genome"
"Fromanvirus ridgecb",NA,"Complete genome"
"Fromanvirus saintus",NA,"Complete genome"
"Fromanvirus skipole",NA,"Complete genome"
"Fromanvirus solon",NA,"Complete genome"
"Fromanvirus switzer",NA,"Complete genome"
"Fromanvirus SWU1",NA,"Complete genome"
"Fromanvirus trixie",NA,"Complete genome"
"Fromanvirus twister",NA,"Complete genome"
"Fromanvirus U2",NA,"Complete genome"
"Fromanvirus violet",NA,"Complete genome"
"Fukuivirus LMM01",NA,"Complete genome"
"Fukuivirus MVDC",NA,"Complete genome"
"Gaiavirus gaia",NA,"Complete genome"
"Galaxyvirus abidatro",NA,"Complete genome"
"Galaxyvirus galaxy",NA,"Complete genome"
"Galunavirus GAL1",NA,"Complete genome"
"Gamtrevirus GMA3",NA,"Complete genome"
"Gervaisevirus claudettte","Claudette","Complete genome"
"Gervaisevirus gervaise","Gervaise","Complete genome"
"Gervaisevirus GP4",NA,"Complete genome"
"Getseptimavirus GMA7",NA,"Complete genome"
"Getseptimavirus GTE7",NA,"Complete genome"
"Ghobesvirus ghobes",NA,"Complete genome"
"Gilesvirus giles",NA,"Complete genome"
"Gillianvirus oneinagillian",NA,"Complete genome"
"Gilsonvirus comrade",NA,"Complete genome"
"Gilsonvirus gilson",NA,"Complete genome"
"Gladiatorvirus blinn1",NA,"Complete genome"
"Gladiatorvirus CloudWang3",NA,"Complete genome"
"Gladiatorvirus ericB",NA,"Complete genome"
"Gladiatorvirus gladiator",NA,"Complete genome"
"Gladiatorvirus hammer",NA,"Complete genome"
"Gladiatorvirus jeffabunny",NA,"Complete genome"
"Gladiatorvirus jewelbug",NA,"Complete genome"
"Gladiatorvirus koko",NA,"Complete genome"
"Gladiatorvirus priamo",NA,"Complete genome"
"Gladiatorvirus zaka",NA,"Complete genome"
"Glaedevirus gv2H10",NA,"Complete genome"
"Godonkavirus godonK",NA,"Complete genome"
"Gofduovirus edno5",NA,"Complete genome"
"Gofduovirus GF2",NA,"Complete genome"
"Goodmanvirus goodman",NA,"Complete genome"
"Gordonvirus captnmurica",NA,"Complete genome"
"Gordonvirus gordon",NA,"Complete genome"
"Gordtnkvirus gordtnk2",NA,"Complete genome"
"Gorganvirus isfahan",NA,"Complete genome"
"Gorjumvirus jumbo",NA,"Complete genome"
"Goslarvirus goslar",NA,"Complete genome"
"Gustavvirus gustav",NA,"Complete genome"
"Gustavvirus mahdia",NA,"Complete genome"
"Halcyonevirus C7Cdelta",NA,"Complete genome"
"Halcyonevirus halcyone",NA,"Complete genome"
"Halcyonevirus scottie",NA,"Complete genome"
"Halcyonevirus tripp",NA,"Complete genome"
"Halcyonevirus unity",NA,"Complete genome"
"Hapunavirus HAP1",NA,"Complete genome"
"Hapunavirus VP882",NA,"Complete genome"
"Harrisonburgvirus persinger",NA,"Complete genome"
"Hattifnattvirus hattifnatt",NA,"Complete genome"
"Hedwigvirus hedwig",NA,"Complete genome"
"Heilongjiangvirus Lb",NA,"Complete genome"
"Helsingorvirus Cba121",NA,"Complete genome"
"Helsingorvirus Cba171",NA,"Complete genome"
"Helsingorvirus Cba181",NA,"Complete genome"
"Hiyaavirus hiyaa",NA,"Complete genome"
"Hnatkovirus DS6A",NA,"Complete genome"
"Hollowayvirus F116",NA,"Complete genome"
"Hollowayvirus H66",NA,"Complete genome"
"Holosalinivirus M1EM1",NA,"partial genome"
"Holosalinivirus M8CR302",NA,"Complete genome"
"Homburgvirus LP26",NA,"Complete genome"
"Homburgvirus LP37",NA,"Complete genome"
"Homburgvirus LP110",NA,"Complete genome"
"Homburgvirus LP114",NA,"Complete genome"
"Homburgvirus P70",NA,"Complete genome"
"Hubeivirus MY192",NA,"Complete genome"
"Hubeivirus PfEFR4",NA,"Complete genome"
"Hungariovirus C1302",NA,"Complete genome"
"Iaduovirus iA2",NA,"Complete genome"
"Iapetusvirus EaH1",NA,"Complete genome"
"Ikedavirus phi673",NA,"Complete genome"
"Ikedavirus phi674",NA,"Complete genome"
"Ilzatvirus hamlet",NA,"Complete genome"
"Ilzatvirus ilzat",NA,"Complete genome"
"Ilzatvirus mcgalleon",NA,"Complete genome"
"Ilzatvirus monchoix",NA,"Complete genome"
"Ilzatvirus teagan",NA,"Complete genome"
"Immutovirus immuto","immuto_2-6A","Complete genome"
"Incheonvrus P12002L",NA,"Complete genome"
"Incheonvrus P12002S",NA,"Complete genome"
"Indlulamithivirus indlulamithi",NA,"Complete genome"
"Inhavirus P12024L",NA,"Complete genome"
"Inhavirus P12024S",NA,"Complete genome"
"Iodovirus PLPE",NA,"Complete genome"
"Ionavirus W14",NA,"Complete genome"
"Jacevirus jace",NA,"Complete genome"
"Jamesmcgillvirus jv119X",NA,"Complete genome"
"Jamesmcgillvirus PaMx41",NA,"Complete genome"
"Jarrellvirus BCAJ1",NA,"Complete genome"
"Jasminevirus adat",NA,"Complete genome"
"Jasminevirus jasmine",NA,"Complete genome"
"Jedunavirus JD001",NA,"Complete genome"
"Jedunavirus KpV52",NA,"Complete genome"
"Jedunavirus KpV80",NA,"Complete genome"
"Jenstvirus jenst",NA,"Complete genome"
"Jilinvirus CVM10",NA,"Complete genome"
"Jilinvirus ECOO78",NA,"Complete genome"
"Jilinvirus ep3",NA,"Complete genome"
"Jimmervirus jimmer",NA,"Complete genome"
"Jimmervirus osiris",NA,"Complete genome"
"Jouyvirus ev017",NA,"Complete genome"
"Jouyvirus ev207",NA,"Complete genome"
"Jouyvirus jv1H12",NA,"Complete genome"
"Juiceboxvirus juicebox",NA,"Complete genome"
"Jujuvirus azula",NA,"Complete genome"
"Jujuvirus blino",NA,"Complete genome"
"Jujuvirus frokostdame",NA,"Complete genome"
"Jujuvirus juju",NA,"Complete genome"
"Jujuvirus petra",NA,"Complete genome"
"Jujuvirus walrus",NA,"Complete genome"
"Junavirus J1",NA,"Complete genome"
"Junavirus LJ",NA,"Complete genome"
"Junavirus PL1",NA,"Complete genome"
"Kafunavirus KF1",NA,"Complete genome"
"Kairosalinivirus M31CR412",NA,"Partial genome"
"Kairosalinivirus SRUTV1",NA,"Partial genome"
"Kamchatkavirus AP45",NA,"Complete genome"
"Kelleziovirus kellezzio",NA,"Complete genome"
"Kelleziovirus kitkat",NA,"Complete genome"
"Kelquatrovirus KL4",NA,"Complete genome"
"Kilunavirus KL1",NA,"Complete genome"
"Kimonavirus kimona",NA,"Complete genome"
"Klausavirus ArV1",NA,"Complete genome"
"Klausavirus colucci",NA,"Complete genome"
"Klausavirus dryang",NA,"Complete genome"
"Klausavirus kburrousTX",NA,"Complete genome"
"Klausavirus lymara",NA,"Complete genome"
"Klausavirus princesstrina",NA,"Complete genome"
"Kleczkowskavirus RHEph4",NA,"Complete genome"
"Klementvirus CP1",NA,"Complete genome"
"Knuthellervirus PMBT14",NA,"Complete genome"
"Kochitakasuvirus KPP25",NA,"Complete genome"
"Kochitakasuvirus R18",NA,"Complete genome"
"Kojivirus golden",NA,"Complete genome"
"Kojivirus koji",NA,"Complete genome"
"Konstantinevirus konstantine",NA,"Complete genome"
"Korravirus bennie",NA,"Complete genome"
"Korravirus bigmack",NA,"Complete genome"
"Korravirus drrobert",NA,"Complete genome"
"Korravirus gisselle",NA,"Complete genome"
"Korravirus glenn",NA,"Complete genome"
"Korravirus greenhearts",NA,"Complete genome"
"Korravirus greenhouse",NA,"Complete genome"
"Korravirus hunterdalle",NA,"Complete genome"
"Korravirus huntingdon",NA,"Complete genome"
"Korravirus joann",NA,"Complete genome"
"Korravirus kittykat",NA,"Complete genome"
"Korravirus korra",NA,"Complete genome"
"Korravirus litotes",NA,"Complete genome"
"Korravirus mamapearl",NA,"Complete genome"
"Korravirus nubia",NA,"Complete genome"
"Korravirus oxynfrius",NA,"Complete genome"
"Korravirus preamble",NA,"Complete genome"
"Korravirus pumancara",NA,"Complete genome"
"Korravirus sergei",NA,"Complete genome"
"Korravirus urla",NA,"Complete genome"
"Korravirus wawa",NA,"Complete genome"
"Korravirus wayne",NA,"Complete genome"
"Kostyavirus bask21",NA,"Complete genome"
"Kostyavirus CJW1",NA,"Complete genome"
"Kostyavirus eureka",NA,"Complete genome"
"Kostyavirus kostya",NA,"Complete genome"
"Kostyavirus kv244",NA,"Complete genome"
"Kostyavirus porky",NA,"Complete genome"
"Kostyavirus pumpkin",NA,"Complete genome"
"Kostyavirus sirduracell",NA,"Complete genome"
"Kostyavirus toto",NA,"Complete genome"
"Kozyakovvirus A4L",NA,"Complete genome"
"Krampusvirus krampus",NA,"Complete genome"
"Kroosvirus ashertheman",NA,"Complete genome"
"Kroosvirus bizzy",NA,"Complete genome"
"Kroosvirus gaea",NA,"Complete genome"
"Kroosvirus jksyngboy",NA,"Complete genome"
"Kroosvirus kroos",NA,"Complete genome"
"Kroosvirus ribeye",NA,"Complete genome"
"Kroosvirus tangerine",NA,"Complete genome"
"Kroosvirus yorkonyx",NA,"Complete genome"
"Krylovvirus tf",NA,"Complete genome"
